Date,Flow_0h,Flow_1h_P,Flow_2h_P,Rain_1h_P,Rain_2h_P,Level_0h,Level_1h_P,Level_2h_P,Level_2h_F,Level_change
202008030430,5662.957,12.79,-115.676,4.2,5.6,8.84,0.78,2.06,9.3,0.46
202008030440,5693.01,-3.31,-146.977,3.6,5.6,8.93,0.7,1.92,9.31,0.38
202008030450,5261.389,-9.997,-164.552,2.8,5.8,8.99,0.6,1.76,9.31,0.32
202008030500,5303.445,-17.552,-146.362,2.2,6,9.05,0.53,1.59,9.32,0.27
202008030510,5377.241,-24.889,314.671,1.2,5.6,9.1,0.44,1.43,9.31,0.21
202008030520,5446.54,265.039,307.231,0.8,5,9.14,0.39,1.27,9.31,0.17
202008030530,5508.402,259.57,272.36,0.6,4.8,9.16,0.32,1.1,9.29,0.13
202008030540,5564.2,135.687,132.377,1,4.6,9.2,0.27,0.97,9.28,0.08
202008030550,5600.949,-23.321,-33.318,1.2,4,9.21,0.22,0.82,9.27,0.06
202008030600,5345.637,-41.964,-59.516,1.2,3.4,9.23,0.18,0.71,9.25,0.02
202008030610,5390.031,-45.437,-70.326,1.6,2.8,9.26,0.16,0.6,9.22,-0.04
202008030620,5443.23,-99.113,165.926,1.6,2.4,9.27,0.13,0.52,9.2,-0.07
202008030630,5498.405,-156.88,102.69,2.4,3,9.3,0.14,0.46,9.16,-0.14
202008030640,5546.648,-93.271,42.416,5.4,6.4,9.31,0.11,0.38,9.13,-0.18
202008030650,5576.06,20.436,-2.885,7,8.2,9.31,0.1,0.32,9.11,-0.2
202008030700,5610.676,-23.328,-65.292,7.4,8.6,9.32,0.09,0.27,9.08,-0.24
202008030710,5649.601,-71.467,-116.904,7,8.6,9.31,0.05,0.21,9.04,-0.27
202008030720,5578.917,-43.519,-142.632,7.2,8.8,9.31,0.04,0.17,9,-0.31
202008030730,5475.084,-43.308,-200.188,6.8,9.2,9.29,-0.01,0.13,8.97,-0.32
202008030740,5504.684,-42.118,-135.389,4.4,9.8,9.28,-0.03,0.08,8.93,-0.35
202008030750,5530.623,-68.473,-48.037,3.6,10.6,9.27,-0.04,0.06,8.9,-0.37
202008030800,5511.563,-69.422,-92.75,3,10.4,9.25,-0.07,0.02,8.86,-0.39
202008030810,5492.721,-76.25,-147.717,3.2,10.2,9.22,-0.09,-0.04,8.83,-0.39
202008030820,5485.646,-99.949,-143.468,3,10.2,9.2,-0.11,-0.07,8.79,-0.41
202008030830,5495.52,-99.13,-142.438,3.4,10.2,9.16,-0.13,-0.14,8.74,-0.42
202008030840,5481.356,-126.016,-168.134,2.4,6.8,9.13,-0.15,-0.18,8.71,-0.42
202008030850,5459.156,-135.39,-203.863,1.2,4.8,9.11,-0.16,-0.2,8.68,-0.43
202008030900,5468.044,-139.531,-208.953,1.2,4.2,9.08,-0.17,-0.24,8.64,-0.44
202008030910,5449.413,-133.609,-209.859,0.8,4,9.04,-0.18,-0.27,8.62,-0.42
202008030920,5443.528,-149.107,-249.056,1,4,9,-0.2,-0.31,8.58,-0.42
202008030930,5427.047,-178.47,-277.6,0.4,3.8,8.97,-0.19,-0.32,8.55,-0.42
202008030940,5411.934,-174.802,-300.818,0.4,2.8,8.93,-0.2,-0.35,8.51,-0.42
202008030950,5382.906,-183.878,-319.268,0.6,1.8,8.9,-0.21,-0.37,8.47,-0.43
202008031000,5368.095,-198.256,-337.787,0.6,1.8,8.86,-0.22,-0.39,8.45,-0.41
202008031010,5350.283,-206.995,-340.604,0.6,1.4,8.83,-0.21,-0.39,8.41,-0.42
202008031020,5317.512,-214.344,-363.451,0.8,1.8,8.79,-0.21,-0.41,8.38,-0.41
202008031030,5291.657,-208.18,-386.65,0.8,1.2,8.74,-0.23,-0.42,8.34,-0.4
202008031040,5272.403,-234.708,-409.51,0.8,1.2,8.71,-0.22,-0.42,8.31,-0.4
202008031050,5249.297,-243.278,-427.156,0.6,1.2,8.68,-0.22,-0.43,8.29,-0.39
202008031100,5218.988,-246.519,-444.775,0.6,1.2,8.64,-0.22,-0.44,8.27,-0.37
202008031110,5171.813,-257.91,-464.905,0.6,1.2,8.62,-0.21,-0.42,8.23,-0.39
202008031120,5142.71,-262.538,-476.882,0.4,1.2,8.58,-0.21,-0.42,8.22,-0.36
202008031130,5107.779,-265.769,-473.949,0.2,1,8.55,-0.19,-0.42,8.18,-0.37
202008031140,5074.147,-247.643,-482.351,0.2,1,8.51,-0.2,-0.42,8.15,-0.36
202008031150,5042.302,-243.149,-486.427,0.2,0.8,8.47,-0.21,-0.43,8.12,-0.35
202008031200,5004.644,-242.613,-489.132,0.2,0.8,8.45,-0.19,-0.41,8.09,-0.36
202008031210,4963.633,-239.157,-497.067,0.2,0.8,8.41,-0.21,-0.42,8.07,-0.34
202008031220,4908.002,-238.953,-501.491,0,0.4,8.38,-0.2,-0.41,8.02,-0.36
202008031230,4864.501,-211.64,-477.409,0,0.2,8.34,-0.21,-0.4,8,-0.34
202008031240,4827.628,-190.032,-437.675,0,0.2,8.31,-0.2,-0.4,7.95,-0.36
202008031250,4784.392,-167.22,-410.369,0,0.2,8.29,-0.18,-0.39,7.92,-0.37
202008031300,4742.106,-144.96,-387.573,0.4,0.6,8.27,-0.18,-0.37,7.89,-0.38
202008031310,4697.864,-136.6,-375.757,0.4,0.6,8.23,-0.18,-0.39,7.85,-0.38
202008031320,4660.359,-140.911,-379.864,0.4,0.4,8.22,-0.16,-0.36,7.8,-0.42
202008031330,4621.352,-167.912,-379.552,0.4,0.4,8.18,-0.16,-0.37,7.77,-0.41
202008031340,4585.015,-201.424,-391.456,0.4,0.4,8.15,-0.16,-0.36,7.73,-0.42
202008031350,4545.235,-229.475,-396.695,0.6,0.6,8.12,-0.17,-0.35,7.67,-0.45
202008031400,4503.153,-259.656,-404.616,0.2,0.6,8.09,-0.18,-0.36,7.65,-0.44
202008031410,4486.224,-269.74,-406.34,0.4,0.8,8.07,-0.16,-0.34,7.59,-0.48
202008031420,4470.327,-265.371,-406.282,0.4,0.8,8.02,-0.2,-0.36,7.54,-0.48
202008031430,4454.132,-264.67,-432.582,0.4,0.8,8,-0.18,-0.34,7.51,-0.49
202008031440,4440.055,-243.171,-444.595,0.4,0.8,7.95,-0.2,-0.36,7.45,-0.5
202008031450,4408.635,-239.596,-469.071,0.2,0.8,7.92,-0.2,-0.37,7.42,-0.5
202008031500,4362.242,-236.385,-496.041,0.2,0.4,7.89,-0.2,-0.38,7.37,-0.52
202008031510,4318.312,-247.596,-517.336,0,0.4,7.85,-0.22,-0.38,7.32,-0.53
202008031520,4268.903,-281.923,-547.294,0,0.4,7.8,-0.22,-0.42,7.27,-0.53
202008031530,4224.657,-309.371,-574.041,0,0.4,7.77,-0.23,-0.41,7.22,-0.55
202008031540,4180.399,-330.886,-574.057,0,0.4,7.73,-0.22,-0.42,7.18,-0.55
202008031550,4138.895,-330.999,-570.595,0,0.2,7.67,-0.25,-0.45,7.13,-0.54
202008031600,4096.871,-327.457,-563.842,0,0.2,7.65,-0.24,-0.44,7.08,-0.57
202008031610,4053.642,-282.214,-529.81,0,0,7.59,-0.26,-0.48,7.03,-0.56
202008031620,4025.732,-161.317,-443.24,0,0,7.54,-0.26,-0.48,6.98,-0.56
202008031630,3985.061,-118.502,-427.873,0,0,7.51,-0.26,-0.49,6.95,-0.56
202008031640,3944.014,-83.717,-414.603,0,0,7.45,-0.28,-0.5,6.9,-0.55
202008031650,3891.299,-52.254,-383.253,0,0,7.42,-0.25,-0.5,6.86,-0.56
202008031700,3814.948,-20.513,-347.97,0,0,7.37,-0.28,-0.52,6.82,-0.55
202008031710,3744.271,-16.463,-298.677,0,0,7.32,-0.27,-0.53,6.78,-0.54
202008031720,3694.846,-66.646,-227.963,0,0,7.27,-0.27,-0.53,6.74,-0.53
202008031730,3654.062,-49.086,-167.588,0,0,7.22,-0.29,-0.55,6.7,-0.52
202008031740,3616.557,-35.708,-119.425,0,0,7.18,-0.27,-0.55,6.66,-0.52
202008031750,3609.085,-25.465,-77.719,0,0,7.13,-0.29,-0.54,6.62,-0.51
202008031800,3653.631,-20.584,-41.097,0,0,7.08,-0.29,-0.57,6.59,-0.49
202008031810,3625.769,-24.297,-40.76,0,0,7.03,-0.29,-0.56,6.55,-0.48
202008031820,3611.129,-20.027,-86.673,0,0,6.98,-0.29,-0.56,6.51,-0.47
202008031830,3601.808,-12.267,-61.353,0,0,6.95,-0.27,-0.56,6.48,-0.47
202008031840,3596.044,-15.6,-51.308,0,0,6.9,-0.28,-0.55,6.44,-0.46
202008031850,3592.622,-24.74,-50.205,0,0,6.86,-0.27,-0.56,6.42,-0.44
202008031900,3586.985,-32.126,-52.71,0,0,6.82,-0.26,-0.55,6.38,-0.44
202008031910,3576.683,-11.348,-35.645,0,0,6.78,-0.25,-0.54,6.35,-0.43
202008031920,3575.421,4.173,-15.854,0,0,6.74,-0.24,-0.53,6.33,-0.41
202008031930,3576.343,-1.599,-13.866,0,0,6.7,-0.25,-0.52,6.29,-0.41
202008031940,3575.46,-8.002,-23.602,0,0,6.66,-0.24,-0.52,6.27,-0.39
202008031950,3568.325,-8.992,-33.732,0,0,6.62,-0.24,-0.51,6.23,-0.39
202008032000,3566.958,19.417,-12.709,0,0,6.59,-0.23,-0.49,6.21,-0.38
202008032010,3564.416,-3.11,-14.458,0,0,6.55,-0.23,-0.48,6.18,-0.37
202008032020,3559.821,-37.323,-33.15,0,0,6.51,-0.23,-0.47,6.16,-0.35
202008032030,3551.603,-27.18,-28.779,0,0,6.48,-0.22,-0.47,6.13,-0.35
202008032040,3543.334,-20.732,-28.734,0,0,6.44,-0.22,-0.46,6.1,-0.34
202008032050,3556.977,-28.345,-37.337,0,0,6.42,-0.2,-0.44,6.07,-0.35
202008032100,3571.131,-64.995,-45.578,0,0,6.38,-0.21,-0.44,6.04,-0.34
202008032110,3562.817,-75.297,-78.407,0,0,6.35,-0.2,-0.43,6.02,-0.33
202008032120,3551.819,-68.684,-106.007,0,0,6.33,-0.18,-0.41,5.99,-0.34
202008032130,3542.611,-71.979,-99.159,0,0,6.29,-0.19,-0.41,5.97,-0.32
202008032140,3562.751,-70.295,-91.027,0,0,6.27,-0.17,-0.39,5.94,-0.33
202008032150,3553.867,-66.586,-94.931,0,0,6.23,-0.19,-0.39,5.93,-0.3
202008032200,3533.808,-61.426,-126.421,0,0,6.21,-0.17,-0.38,5.91,-0.3
202008032210,3535.637,-37.64,-112.937,0,0,6.18,-0.17,-0.37,5.89,-0.29
202008032220,3531.087,-9.361,-78.045,0,0,6.16,-0.17,-0.35,5.87,-0.29
202008032230,3514.266,-6.915,-78.894,0,0,6.13,-0.16,-0.35,5.86,-0.27
202008032240,3497.756,-4.883,-75.178,0,0,6.1,-0.17,-0.34,5.84,-0.26
202008032250,3478.57,20.301,-46.285,0,0,6.07,-0.16,-0.35,5.84,-0.23
202008032300,3465.124,49.372,-12.054,0,0,6.04,-0.17,-0.34,5.83,-0.21
202008032310,3463.658,53.915,16.275,0,0,6.02,-0.16,-0.33,5.82,-0.2
202008032320,3460.792,46.103,36.742,0,0,5.99,-0.17,-0.34,5.81,-0.18
202008032330,3447.68,49.409,42.494,0,0,5.97,-0.16,-0.32,5.81,-0.16
202008032340,3436.33,84.054,79.171,0,0,5.94,-0.16,-0.33,5.8,-0.14
202008032350,3440.93,107.671,127.972,0,0,5.93,-0.14,-0.3,5.8,-0.13
202008032400,3455.763,117.418,166.79,0,0,5.91,-0.13,-0.3,5.8,-0.11
202008040010,3456.743,144.18,198.095,0,0,5.89,-0.13,-0.29,5.8,-0.09
202008040020,3455.909,148.608,194.711,0,0,5.87,-0.12,-0.29,5.8,-0.07
202008040030,3467.981,144.806,194.215,0,0,5.86,-0.11,-0.27,5.8,-0.06
202008040040,3485.702,114.024,198.078,0,0,5.84,-0.1,-0.26,5.79,-0.05
202008040050,3494.845,74.533,182.204,0,0,5.84,-0.09,-0.23,5.79,-0.05
202008040100,3501.866,48.736,166.154,0,0,5.83,-0.08,-0.21,5.79,-0.04
202008040110,3506.152,11.639,155.819,0,0,5.82,-0.07,-0.2,5.79,-0.03
202008040120,3539.963,-1.334,147.274,0,0,5.81,-0.06,-0.18,5.77,-0.04
202008040130,3575.652,-10.987,133.819,0,0,5.81,-0.05,-0.16,5.77,-0.04
202008040140,3603.12,-18.713,95.311,0,0,5.8,-0.04,-0.14,5.77,-0.03
202008040150,3639.025,-30.931,43.602,0,0,5.8,-0.04,-0.13,5.76,-0.04
202008040200,3650.474,-40.55,8.186,0,0,5.8,-0.03,-0.11,5.75,-0.05
202008040210,3650.958,-52.428,-40.789,0.2,0.2,5.8,-0.02,-0.09,5.75,-0.05
202008040220,3653.987,-66.85,-68.184,0.2,0.2,5.8,-0.01,-0.07,5.74,-0.06
202008040230,3650.185,-73.588,-84.575,0.2,0.2,5.8,-0.01,-0.06,5.73,-0.07
202008040240,3651.856,-88.589,-107.302,0.2,0.2,5.79,-0.01,-0.05,5.72,-0.07
202008040250,3650.664,-91.607,-122.538,0.2,0.2,5.79,-0.01,-0.05,5.71,-0.08
202008040300,3649.14,-104.892,-145.442,0.2,0.2,5.79,-0.01,-0.04,5.69,-0.1
202008040310,3639.971,-113.28,-165.708,0,0.2,5.79,-0.01,-0.03,5.68,-0.11
202008040320,3635.274,-121.266,-188.116,0,0.2,5.77,-0.03,-0.04,5.66,-0.11
202008040330,3619.254,-127.261,-200.849,0,0.2,5.77,-0.03,-0.04,5.64,-0.13
202008040340,3611.306,-129.194,-217.783,0.4,0.6,5.77,-0.02,-0.03,5.63,-0.14
202008040350,3598.236,-137.411,-229.018,0.8,1,5.76,-0.03,-0.04,5.61,-0.15
202008040400,3582.29,-145.801,-250.693,2.4,2.6,5.75,-0.04,-0.05,5.59,-0.16
202008040410,3566.383,-151.241,-264.521,3.2,3.2,5.75,-0.04,-0.05,5.57,-0.18
202008040420,3546.685,-151.436,-272.702,4.4,4.4,5.74,-0.03,-0.06,5.56,-0.18
202008040430,3527.647,-156.281,-283.542,4.8,4.8,5.73,-0.04,-0.07,5.54,-0.19
202008040440,3506.414,-161.184,-290.378,4.8,5.2,5.72,-0.05,-0.07,5.51,-0.21
202008040450,3484.956,-160.16,-297.571,4.6,5.4,5.71,-0.05,-0.08,5.49,-0.22
202008040500,3461.024,-157.645,-303.446,3.4,5.8,5.69,-0.06,-0.1,5.47,-0.22
202008040510,3439.122,-166.558,-317.799,3,6.2,5.68,-0.07,-0.11,5.45,-0.23
202008040520,3417.491,-167.298,-318.734,2,6.4,5.66,-0.08,-0.11,5.43,-0.23
202008040530,3390.236,-174.626,-330.907,1.8,6.6,5.64,-0.09,-0.13,5.4,-0.24
202008040540,3360.613,-171.096,-332.28,1.8,6.6,5.63,-0.09,-0.14,5.39,-0.24
202008040550,3333.715,-182.051,-342.211,2,6.6,5.61,-0.1,-0.15,5.36,-0.25
202008040600,3309.588,-180.099,-337.744,1.8,5.2,5.59,-0.1,-0.16,5.34,-0.25
202008040610,3282.841,-172.406,-338.964,2,5,5.57,-0.11,-0.18,5.32,-0.25
202008040620,3256.307,-172.714,-340.012,3.6,5.6,5.56,-0.1,-0.18,5.3,-0.26
202008040630,3230.076,-151.882,-326.508,4.8,6.6,5.54,-0.1,-0.19,5.28,-0.26
202008040640,3202.968,-154.662,-325.758,5.2,7,5.51,-0.12,-0.21,5.26,-0.25
202008040650,3167.157,-145.886,-327.937,5,7,5.49,-0.12,-0.22,5.24,-0.25
202008040700,3142.29,-145.514,-325.613,4.8,6.6,5.47,-0.12,-0.22,5.22,-0.25
202008040710,3108.215,-143.939,-316.345,4.2,6.2,5.45,-0.12,-0.23,5.2,-0.25
202008040720,3085.211,-137.792,-310.506,2.4,6,5.43,-0.13,-0.23,5.18,-0.25
202008040730,3048.025,-154.935,-306.817,1,5.8,5.4,-0.14,-0.24,5.16,-0.24
202008040740,3022.869,-154.124,-308.786,0.2,5.4,5.39,-0.12,-0.24,5.14,-0.25
202008040750,2994.751,-147.11,-292.996,0.4,5.4,5.36,-0.13,-0.25,5.12,-0.24
202008040800,2969.576,-152.392,-297.906,0.4,5.2,5.34,-0.13,-0.25,5.1,-0.24
202008040810,2956.333,-157.085,-301.024,0.6,4.8,5.32,-0.13,-0.25,5.08,-0.24
202008040820,2930.549,-167.309,-305.101,0.6,3,5.3,-0.13,-0.26,5.06,-0.24
202008040830,2902.139,-161.058,-315.993,0.6,1.6,5.28,-0.12,-0.26,5.05,-0.23
202008040840,2877.355,-164.752,-318.876,1,1.2,5.26,-0.13,-0.25,5.02,-0.24
202008040850,2850.812,-171.242,-318.352,1.2,1.6,5.24,-0.12,-0.25,5,-0.24
202008040900,2831.784,-165.939,-318.331,2.4,2.8,5.22,-0.12,-0.25,4.99,-0.23
202008040910,2801.398,-156.494,-313.579,2.6,3.2,5.2,-0.12,-0.25,4.97,-0.23
202008040920,2776.425,-148.403,-315.712,2.6,3.2,5.18,-0.12,-0.25,4.96,-0.22
202008040930,2755.029,-143.325,-304.383,2.8,3.4,5.16,-0.12,-0.24,4.94,-0.22
202008040940,2724.963,-130.996,-295.748,2.4,3.4,5.14,-0.12,-0.25,4.93,-0.21
202008040950,2693.727,-118.458,-289.7,1.8,3,5.12,-0.12,-0.24,4.92,-0.2
202008041000,2664.475,-107.729,-273.668,1,3.4,5.1,-0.12,-0.24,4.91,-0.19
202008041010,2640.34,-103.282,-259.776,0.8,3.4,5.08,-0.12,-0.24,4.9,-0.18
202008041020,2611.673,-89.915,-238.318,2.8,5.4,5.06,-0.12,-0.24,4.89,-0.17
202008041030,2583.787,-79.383,-222.708,4.4,7.2,5.05,-0.11,-0.23,4.88,-0.17
202008041040,2559.024,-68.128,-199.124,5.8,8.2,5.02,-0.12,-0.24,4.87,-0.15
202008041050,2537.233,-61.051,-179.509,7,8.8,5,-0.12,-0.24,4.87,-0.13
202008041100,2516.072,-47.228,-154.957,7.8,8.8,4.99,-0.11,-0.23,4.87,-0.12
202008041110,2497.015,-31.871,-135.153,10.2,11,4.97,-0.11,-0.23,4.88,-0.09
202008041120,2480.677,-20.015,-109.93,8.4,11.2,4.96,-0.1,-0.22,4.89,-0.07
202008041130,2465.329,-10.581,-89.964,6.8,11.2,4.94,-0.11,-0.22,4.9,-0.04
202008041140,2451.295,-2.335,-70.463,5.6,11.4,4.93,-0.09,-0.21,4.91,-0.02
202008041150,2433.951,9.616,-51.435,4.8,11.8,4.92,-0.08,-0.2,4.93,0.01
202008041200,2426.157,9.304,-37.924,3.6,11.4,4.91,-0.08,-0.19,4.95,0.04
202008041210,2417.632,13.337,-18.534,1.2,11.4,4.9,-0.07,-0.18,4.97,0.07
202008041220,2412.549,8.771,-11.244,1,9.4,4.89,-0.07,-0.17,4.99,0.1
202008041230,2404.278,13.893,3.312,0.8,7.6,4.88,-0.06,-0.17,5.02,0.14
202008041240,2404.067,16.019,13.684,1,6.6,4.87,-0.06,-0.15,5.04,0.17
202008041250,2402.08,18.837,28.453,1.2,6,4.87,-0.05,-0.13,5.07,0.2
202008041300,2406.142,19.712,29.016,1.2,4.8,4.87,-0.04,-0.12,5.1,0.23
202008041310,2407.051,32.908,46.245,1,2.2,4.88,-0.02,-0.09,5.13,0.25
202008041320,2410.214,49.154,57.925,1,2,4.89,0,-0.07,5.17,0.28
202008041330,2413.894,78.554,92.447,1,1.8,4.9,0.02,-0.04,5.21,0.31
202008041340,2413.371,114.851,130.87,0.6,1.6,4.91,0.04,-0.02,5.25,0.34
202008041350,2415.417,164.695,183.532,0.2,1.4,4.93,0.06,0.01,5.31,0.38
202008041400,2414.913,224.189,243.901,0.2,1.4,4.95,0.08,0.04,5.36,0.41
202008041410,2420.944,264.584,297.492,0.2,1.2,4.97,0.09,0.07,5.43,0.46
202008041420,2426.233,309.271,358.425,0.2,1.2,4.99,0.1,0.1,5.5,0.51
202008041430,2432.731,318.708,397.262,0.4,1.4,5.02,0.12,0.14,5.57,0.55
202008041440,2433.083,321.76,436.611,0.6,1.2,5.04,0.13,0.17,5.65,0.61
202008041450,2448.325,328.318,493.013,0.4,0.6,5.07,0.14,0.2,5.71,0.64
202008041500,2464.067,354.326,578.515,0.4,0.6,5.1,0.15,0.23,5.79,0.69
202008041510,2499.498,382.178,646.762,0.4,0.6,5.13,0.16,0.25,5.86,0.73
202008041520,2541.084,395.042,704.313,0.4,0.6,5.17,0.18,0.28,5.94,0.77
202008041530,2597.426,395.685,714.393,0.2,0.6,5.21,0.19,0.31,5.99,0.78
202008041540,2657.272,384.272,706.032,0,0.6,5.25,0.21,0.34,6.05,0.8
202008041550,2712.909,350.274,678.592,0.2,0.6,5.31,0.24,0.38,6.11,0.8
202008041600,2773.338,286.198,640.524,0.2,0.6,5.36,0.26,0.41,6.15,0.79
202008041610,2818.206,224.359,606.537,0.4,0.8,5.43,0.3,0.46,6.19,0.76
202008041620,2862.844,169.549,564.591,0.4,0.8,5.5,0.33,0.51,6.23,0.73
202008041630,2925.744,134.806,530.491,0.4,0.6,5.57,0.36,0.55,6.26,0.69
202008041640,3011.598,111.168,495.44,0.4,0.4,5.65,0.4,0.61,6.29,0.64
202008041650,3095.087,86.645,436.919,0.2,0.4,5.71,0.4,0.64,6.31,0.6
202008041700,3168.38,70.393,356.591,0.2,0.4,5.79,0.43,0.69,6.33,0.54
202008041710,3213.891,53.169,277.528,0,0.4,5.86,0.43,0.73,6.34,0.48
202008041720,3247.116,39.448,208.997,0,0.4,5.94,0.44,0.77,6.35,0.41
202008041730,3276.018,34.449,169.255,0,0.4,5.99,0.42,0.78,6.35,0.36
202008041740,3297.796,31.689,142.857,0,0.4,6.05,0.4,0.8,6.36,0.31
202008041750,3319.446,34.158,120.803,0,0.2,6.11,0.4,0.8,6.38,0.27
202008041800,3337.929,44.992,115.385,0,0.2,6.15,0.36,0.79,6.37,0.22
202008041810,3348.697,51.103,104.272,0,0,6.19,0.33,0.76,6.38,0.19
202008041820,3358.284,63.935,103.383,0,0,6.23,0.29,0.73,6.38,0.15
202008041830,3362.663,83.184,117.633,0,0,6.26,0.27,0.69,6.39,0.13
202008041840,3368.189,97.143,128.832,0,0,6.29,0.24,0.64,6.39,0.1
202008041850,3372.615,115.838,149.996,0,0,6.31,0.2,0.6,6.4,0.09
202008041900,3377.377,127.143,172.135,0,0,6.33,0.18,0.54,6.4,0.07
202008041910,3383.146,146.621,197.724,0,0,6.34,0.15,0.48,6.41,0.07
202008041920,3389.973,155.241,219.176,0,0,6.35,0.12,0.41,6.42,0.07
202008041930,3396.821,162.352,245.536,0,0,6.35,0.09,0.36,6.42,0.07
202008041940,3413.181,179.952,277.095,0,0,6.36,0.07,0.31,6.43,0.07
202008041950,3423.718,185.737,301.575,0,0,6.38,0.07,0.27,6.42,0.04
202008042000,3441.312,191.997,319.14,0,0,6.37,0.04,0.22,6.43,0.06
202008042010,3466.33,196.649,343.27,0,0,6.38,0.04,0.19,6.43,0.05
202008042020,3487.116,204.757,359.998,0,0,6.38,0.03,0.15,6.43,0.05
202008042030,3512.659,223.951,386.303,0,0,6.39,0.04,0.13,6.43,0.04
202008042040,3540.324,242.683,422.635,0,0,6.39,0.03,0.1,6.44,0.05
202008042050,3570.339,265.628,451.365,0,0,6.4,0.02,0.09,6.44,0.04
202008042100,3596.553,282.523,474.52,0,0,6.4,0.03,0.07,6.45,0.05
202008042110,3628.682,298.074,494.723,0,0,6.41,0.03,0.07,6.45,0.04
202008042120,3667.068,308.31,513.067,0,0,6.42,0.04,0.07,6.45,0.03
202008042130,3698.396,296.691,520.642,0,0,6.42,0.03,0.07,6.45,0.03
202008042140,3732.321,276.249,518.932,0.2,0.2,6.43,0.04,0.07,6.45,0.02
202008042150,3766.988,257.816,523.444,0.2,0.2,6.42,0.02,0.04,6.46,0.04
202008042200,3801.31,240.162,522.685,0.4,0.4,6.43,0.03,0.06,6.47,0.04
202008042210,3852.633,225.615,523.689,2.4,2.4,6.43,0.02,0.05,6.47,0.04
202008042220,3909.751,212.179,520.489,4,4,6.43,0.01,0.05,6.48,0.05
202008042230,3964.024,203.601,500.292,4,4,6.43,0.01,0.04,6.48,0.05
202008042240,4014.844,194.545,470.794,3.8,4,6.44,0.01,0.05,6.48,0.04
202008042250,4065.062,191.327,449.143,3.8,4,6.44,0.02,0.04,6.49,0.05
202008042300,4109.62,182.416,422.578,3.6,4,6.45,0.02,0.05,6.49,0.04
202008042310,4149.324,163.968,389.583,1.6,4,6.45,0.02,0.04,6.49,0.04
202008042320,4186,150.489,362.668,0.2,4.2,6.45,0.02,0.03,6.5,0.05
202008042330,4221.84,145.334,348.935,0.2,4.2,6.45,0.02,0.03,6.5,0.05
202008042340,4255.006,140.081,334.626,0.2,4,6.45,0.01,0.02,6.5,0.05
202008042350,4290.677,113.231,304.558,0.2,4,6.46,0.02,0.04,6.52,0.06
202008042400,4321.799,79.78,262.196,0.2,3.8,6.47,0.02,0.04,6.51,0.04
202008050010,4352.925,85.943,249.911,0.2,1.8,6.47,0.02,0.04,6.51,0.04
202008050020,4380.545,91.144,241.633,0.2,0.4,6.48,0.03,0.05,6.52,0.04
202008050030,4413.167,84.631,229.965,0.2,0.4,6.48,0.03,0.05,6.52,0.04
202008050040,4437.422,80.764,220.845,0.2,0.4,6.48,0.03,0.04,6.52,0.04
202008050050,4454.645,83.366,196.597,0.2,0.4,6.49,0.03,0.05,6.53,0.04
202008050100,4472.288,71.858,151.638,0.8,1,6.49,0.02,0.04,6.53,0.04
202008050110,4498.259,72.794,158.737,0.8,1,6.49,0.02,0.04,6.53,0.04
202008050120,4520.626,74.065,165.209,0.6,0.8,6.5,0.02,0.05,6.54,0.04
202008050130,4526.398,80.428,165.059,0.6,0.8,6.5,0.02,0.05,6.54,0.04
202008050140,4517.202,91.235,171.999,0.6,0.8,6.5,0.02,0.05,6.54,0.04
202008050150,4540.588,109.913,193.279,0.6,0.8,6.52,0.03,0.06,6.56,0.04
202008050200,4563.432,158.14,229.998,0,0.8,6.51,0.02,0.04,6.56,0.05
202008050210,4582.89,138.368,211.162,0,0.8,6.51,0.02,0.04,6.57,0.06
202008050220,4601.39,151.702,225.767,0,0.6,6.52,0.02,0.04,6.57,0.05
202008050230,4609.764,162.823,243.251,0,0.6,6.52,0.02,0.04,6.59,0.07
202008050240,4589.06,171.64,262.875,0,0.6,6.52,0.02,0.04,6.6,0.08
202008050250,4613.382,175.823,285.736,0,0.6,6.53,0.01,0.04,6.61,0.08
202008050300,4637.497,183.266,341.406,0,0,6.53,0.02,0.04,6.62,0.09
202008050310,4663.318,212.089,350.457,0,0,6.53,0.02,0.04,6.63,0.1
202008050320,4692.625,182.62,334.322,0,0,6.54,0.02,0.04,6.64,0.1
202008050330,4719.677,169.72,332.543,0.2,0.2,6.54,0.02,0.04,6.65,0.11
202008050340,4747.2,165.094,336.734,0.2,0.2,6.54,0.02,0.04,6.66,0.12
202008050350,4751.75,164.663,340.486,0.2,0.2,6.56,0.03,0.04,6.68,0.12
202008050400,4789.199,160.078,343.344,0.2,0.2,6.56,0.03,0.05,6.69,0.13
202008050410,4826.141,154.605,366.694,0.2,0.2,6.57,0.04,0.06,6.7,0.13
202008050420,4864.265,174.357,356.977,0.2,0.2,6.57,0.03,0.05,6.72,0.15
202008050430,4895.5,181.385,351.105,0,0.2,6.59,0.05,0.07,6.72,0.13
202008050440,4930.466,177.065,342.159,0,0.2,6.6,0.06,0.08,6.74,0.14
202008050450,4963.839,147.077,311.74,0,0.2,6.61,0.05,0.08,6.75,0.14
202008050500,4971.819,136.903,296.981,0,0.2,6.62,0.06,0.09,6.76,0.14
202008050510,4995.861,136.302,290.907,0,0.2,6.63,0.06,0.1,6.78,0.15
202008050520,5029.359,129.664,304.021,0,0.2,6.64,0.07,0.1,6.79,0.15
202008050530,5060.163,119.944,301.329,0,0,6.65,0.06,0.11,6.8,0.15
